scene,listener,system,HASPI
S09125,L0202,E009,"[0.8816234300836081, 0.8372197137646251]"
S09128,L0241,E009,"[0.6019743391789314, 0.8771149113832616]"
S09156,L0202,E009,"[0.41264843460159256, 0.23858116226185888]"
S09175,L0235,E009,"[0.8362980516690997, 0.9589298778180985]"
S09178,L0241,E009,"[0.9811266048704599, 0.6619129956432133]"
S09188,L0208,E009,"[0.9964300386579303, 0.9990505658683682]"
S09196,L0208,E009,"[0.9988278273497733, 0.9999565202081099]"
S09199,L0220,E009,"[0.9953926572665499, 0.9711910641252145]"
S09208,L0220,E009,"[0.9147776059136256, 0.8865427180608678]"
S09214,L0235,E009,"[0.7829152275682638, 0.8912647569125868]"
S09234,L0241,E009,"[0.9239017710131702, 0.9669104529862407]"
S09276,L0235,E009,"[0.8252568921658504, 0.8405998685976886]"
S09317,L0235,E009,"[0.3731493232546845, 0.6214005583427015]"
S09325,L0208,E009,"[0.9986671776525622, 0.9999165187133924]"
S09341,L0220,E009,"[0.926994530209748, 0.4189432650794753]"
S09343,L0202,E009,"[0.8731536242501046, 0.8559739488117888]"
S09345,L0208,E009,"[0.9997413195479801, 0.9997753385957651]"
S09362,L0202,E009,"[0.9239176943539045, 0.9685016256858077]"
S09366,L0208,E009,"[0.967935202025572, 0.9763197938944328]"
S09378,L0241,E009,"[0.9004992820465053, 0.8659582625130191]"
S09380,L0220,E009,"[0.928896512641234, 0.8966675266961665]"
S09398,L0220,E009,"[0.844427270500513, 0.7473614469423681]"
S09429,L0241,E009,"[0.4567391144067875, 0.7732143764844663]"
S09446,L0220,E009,"[0.9985056983757775, 0.6625035026127435]"
S09448,L0202,E009,"[0.5908347629411724, 0.46417212714255063]"
S09470,L0220,E009,"[0.4342150910335342, 0.4863034738954319]"
S09485,L0235,E009,"[0.902271648944391, 0.875494609652187]"
S09510,L0220,E009,"[0.9823671558383633, 0.5377832611557614]"
S09520,L0241,E009,"[0.9980364612689494, 0.9926969330880542]"
S09532,L0220,E009,"[0.7970829468056981, 0.5347121521446706]"
S09533,L0208,E009,"[0.9992691142475726, 0.9997994144684393]"
S09553,L0241,E009,"[0.6633832735042712, 0.7939939931090364]"
S09581,L0220,E009,"[0.971113734840503, 0.6905787274042636]"
S09621,L0202,E009,"[0.8352373199936072, 0.9359458526007141]"
S09634,L0241,E009,"[0.33316215185248843, 0.8620192711835033]"
S09662,L0241,E009,"[0.8779605612034173, 0.9593085419077353]"
S09673,L0235,E009,"[0.8014128875844996, 0.9579386386717292]"
S09677,L0202,E009,"[0.5277894689311046, 0.5061848853860792]"
S09793,L0208,E009,"[0.9967095348152962, 0.993830931381682]"
S09803,L0220,E009,"[0.7020294312635939, 0.10376403847388484]"
S09830,L0220,E009,"[0.9069426334800259, 0.40265738236151905]"
S09844,L0208,E009,"[0.9959393573222047, 0.964128976500076]"
S09860,L0208,E009,"[0.8291457701841338, 0.9932601207192814]"
S09861,L0202,E009,"[0.7513941485244843, 0.8602497295131165]"
S09865,L0208,E009,"[0.9998697083276239, 0.9996688960339766]"
S09866,L0235,E009,"[0.7332497596650364, 0.869353606767783]"
S09877,L0202,E009,"[0.9261681251852145, 0.926209225120388]"
S09884,L0208,E009,"[0.9999770896579965, 0.9998958821598861]"
S09892,L0208,E009,"[0.9998919529781721, 0.9999805110609892]"
S09893,L0241,E009,"[0.9958000519672494, 0.9958160546000155]"
S09894,L0235,E009,"[0.9450642403257267, 0.8936059356093963]"
S09904,L0208,E009,"[0.972256685973273, 0.9960098126493319]"
S09911,L0202,E009,"[0.7763486862310077, 0.8699494674657652]"
S09915,L0202,E009,"[0.9926188722594559, 0.9925146443738002]"
S08532,L0202,E010,"[0.05737721389874373, 0.011540362769698888]"
S08537,L0202,E010,"[0.03462450032512837, 0.019561731502967736]"
S08540,L0208,E010,"[0.9098483399380246, 0.9827235017056306]"
S08555,L0241,E010,"[0.7732991198523488, 0.9366789448836536]"
S08574,L0208,E010,"[0.7004803633615929, 0.5492677739510744]"
S08578,L0235,E010,"[0.5196025966475607, 0.5361099272433106]"
S08590,L0241,E010,"[0.9700005429182551, 0.8653790314758236]"
S08606,L0235,E010,"[0.7881893858715021, 0.8544580603110468]"
S08636,L0220,E010,"[0.6096057037433649, 0.7073073419565937]"
S08683,L0235,E010,"[0.8342678913898712, 0.9119612352773295]"
S08710,L0220,E010,"[0.16240115023218668, 0.23293248762536486]"
S08727,L0235,E010,"[0.5435934425240968, 0.8230841884808331]"
S08759,L0241,E010,"[0.5166554182092604, 0.6455463490520457]"
S08767,L0208,E010,"[0.9207128564904589, 0.9741423005919363]"
S08780,L0208,E010,"[0.9969250671249684, 0.9534655636346222]"
S08785,L0235,E010,"[0.9948718648805768, 0.9398898820411168]"
S08794,L0241,E010,"[0.8391916202328564, 0.9230655801528103]"
S08800,L0220,E010,"[0.3871740261128198, 0.7400704730961344]"
S08807,L0241,E010,"[0.2801983077565872, 0.1458946089520997]"
S08809,L0235,E010,"[0.5926411951991911, 0.637483201480935]"
S08817,L0220,E010,"[0.29007008747560864, 0.5537760758727373]"
S08836,L0202,E010,"[0.743182834246674, 0.8179923473974033]"
S08837,L0220,E010,"[0.035720108094814296, 0.06632737756371325]"
S08854,L0241,E010,"[0.19626229631518988, 0.570395055935302]"
S08869,L0208,E010,"[0.9998229386150784, 0.9991703866935147]"
S08890,L0241,E010,"[0.3333256256271423, 0.592146345646461]"
S08901,L0235,E010,"[0.9282153736098759, 0.8249973398194835]"
S08911,L0220,E010,"[0.5063763461564824, 0.8164455241847774]"
S08929,L0220,E010,"[0.807760110024103, 0.7789530396695303]"
S08935,L0241,E010,"[0.7134235672561077, 0.7833729424638731]"
S08956,L0202,E010,"[0.6152655527168479, 0.5339380424799445]"
S08971,L0241,E010,"[0.7802952432108056, 0.7870560074971749]"
S08976,L0208,E010,"[0.9308138502550366, 0.9337831703194588]"
S08977,L0220,E010,"[0.4131177107241497, 0.6097924640892971]"
S08979,L0208,E010,"[0.8966906909651655, 0.7872464777316073]"
S08980,L0202,E010,"[0.38627473414566715, 0.5204545553274249]"
S08987,L0208,E010,"[0.9979102483484006, 0.9983891026310636]"
S08998,L0235,E010,"[0.35869479206707044, 0.6868956437040413]"
S09029,L0220,E010,"[0.7076648244863177, 0.8255209601403883]"
S09034,L0241,E010,"[0.21495581773213418, 0.968458694724147]"
S09047,L0235,E010,"[0.9106721157244969, 0.8304197341305789]"
S09078,L0241,E010,"[0.8037608024167159, 0.7920357080272217]"
S09088,L0208,E010,"[0.6485588485869025, 0.838648112837663]"
S09136,L0235,E010,"[0.546420997388641, 0.5948880101016439]"
S09140,L0208,E010,"[0.9993715176220368, 0.9997054384896197]"
S09144,L0235,E010,"[0.4762005695906193, 0.6180344500459212]"
S09152,L0241,E010,"[0.09207548430186067, 0.04265729752311616]"
S09154,L0235,E010,"[0.48482744932678085, 0.48484079169585637]"
S09155,L0208,E010,"[0.9144445011838733, 0.9151642184763004]"
S09161,L0241,E010,"[0.9788394416907302, 0.9500740000790726]"
S09193,L0241,E010,"[0.5657511060178153, 0.8745751930216168]"
S09203,L0208,E010,"[0.9996095082651983, 0.9994154104101866]"
S09245,L0208,E010,"[0.7878281600199185, 0.7450196188002]"
S09246,L0235,E010,"[0.04701972128792886, 0.5214418493146692]"
S09271,L0208,E010,"[0.9963471547729117, 0.9915834710810387]"
S09277,L0220,E010,"[0.06155426103074581, 0.2727677121746138]"
S09280,L0220,E010,"[0.20264386657798267, 0.34556076816382264]"
S09298,L0208,E010,"[0.8387053346702197, 0.9004032064386991]"
S09321,L0241,E010,"[0.7708776483614367, 0.8281985024010535]"
S09328,L0241,E010,"[0.679845293761986, 0.5141228322906282]"
S09329,L0220,E010,"[0.4937314756674274, 0.740091773336689]"
S09332,L0220,E010,"[0.7869676489403127, 0.5340567129617138]"
S09339,L0235,E010,"[0.9738447770055014, 0.9009894402844847]"
S09350,L0202,E010,"[0.20993364029885042, 0.03419888027298594]"
S09351,L0202,E010,"[0.13290510594192306, 0.07859246724447205]"
S09352,L0202,E010,"[0.26184065947502466, 0.16923689485913906]"
S09377,L0241,E010,"[0.27312704782691255, 0.5006613165732879]"
S09397,L0208,E010,"[0.985400152003621, 0.8220655496945274]"
S09474,L0202,E010,"[0.4094305144944638, 0.17669421230787585]"
S09480,L0220,E010,"[0.008820128110947381, 0.05233708011251321]"
S09483,L0202,E010,"[0.02155408308460603, 0.006613664587849663]"
S09502,L0202,E010,"[0.15748645656199717, 0.07745118788821251]"
S09515,L0241,E010,"[0.5895299388165091, 0.6281535412476575]"
S09525,L0235,E010,"[0.7650302803899163, 0.7869318450722548]"
S09564,L0235,E010,"[0.8804414937657188, 0.7702610036111133]"
S09571,L0208,E010,"[0.9976997219098979, 0.9985719393265005]"
S09579,L0202,E010,"[0.13108819229580312, 0.09981330082975264]"
S09587,L0202,E010,"[0.25998906418242423, 0.06782745449110128]"
S09596,L0235,E010,"[0.6179008778457322, 0.8112641928282625]"
S09606,L0235,E010,"[0.3954836467308571, 0.38407511927693044]"
S09620,L0202,E010,"[0.29233356766387125, 0.21521265519625893]"
S09628,L0208,E010,"[0.9458683922363872, 0.9720077420991304]"
S09637,L0202,E010,"[0.4250936035258245, 0.16489621636894988]"
S09733,L0235,E010,"[0.691245862809895, 0.6274860219285554]"
S09752,L0220,E010,"[0.11467889411319053, 0.34139047557065016]"
S09767,L0220,E010,"[0.04645709790744537, 0.19608902710222278]"
S09770,L0220,E010,"[0.426170822298183, 0.38001929784133015]"
S09812,L0241,E010,"[0.13878610046897089, 0.4321571077946792]"
S09841,L0208,E010,"[0.8175555224410694, 0.9411453051094238]"
S09900,L0208,E010,"[0.8921467706271216, 0.8555089599981882]"
S09908,L0235,E010,"[0.5292195098975144, 0.5684516502959832]"
S09919,L0202,E010,"[0.411194381608118, 0.24855229878240584]"
S09928,L0241,E010,"[0.8344562310308469, 0.924105395704792]"
S09934,L0202,E010,"[0.05150353931335203, 0.027725948800312025]"
S09945,L0235,E010,"[0.558295376772191, 0.5679890109719412]"
S09964,L0241,E010,"[0.9726955803794671, 0.9725125757979625]"
S09969,L0220,E010,"[0.008712964924800082, 0.3497641877964668]"
S09972,L0208,E010,"[0.8803995877621521, 0.9018899259609292]"
S08508,L0220,E013,"[0.05830782620562412, 0.004821996199083408]"
S08529,L0235,E013,"[0.8184480618543465, 0.910842565606784]"
S08558,L0202,E013,"[0.011502171866019508, 0.008934927703337325]"
S08566,L0208,E013,"[0.6221428265906689, 0.6485033385327289]"
S08579,L0241,E013,"[0.582991397018785, 0.6646920321267547]"
S08594,L0241,E013,"[0.09690349384387799, 0.8808766533727899]"
S08600,L0202,E013,"[0.04186281540655114, 0.03235583958634331]"
S08614,L0208,E013,"[0.7527837974184611, 0.5512616392398997]"
S08644,L0241,E013,"[0.020011080768795254, 0.031272794353457915]"
S08653,L0235,E013,"[0.5313252776433227, 0.1172139529361987]"
S08660,L0235,E013,"[0.8397914661853361, 0.7590608811669908]"
S08739,L0220,E013,"[0.00954733284527476, 0.004656221234295692]"
S08753,L0241,E013,"[0.025919400747846662, 0.41539169732186026]"
S08844,L0241,E013,"[0.36288316104537116, 0.3852551310589381]"
S08895,L0220,E013,"[0.005938493825489803, 0.007974789222792218]"
S08897,L0208,E013,"[0.06795178408480279, 0.021653285878447035]"
S08899,L0208,E013,"[0.8998899904861323, 0.36528844388699583]"
S08905,L0241,E013,"[0.2622176987213307, 0.5922928195211548]"
S08949,L0235,E013,"[0.36105899620066084, 0.3625235085200021]"
S08950,L0235,E013,"[0.010005385418965966, 0.014949708992656111]"
S08965,L0241,E013,"[0.004554404195264073, 0.025716931422042476]"
S08969,L0202,E013,"[0.2529801166551358, 0.20956227671411412]"
S08983,L0202,E013,"[0.016603236925408837, 0.0171158937293843]"
S09040,L0235,E013,"[0.6506518404993833, 0.3724557268930211]"
S09080,L0235,E013,"[0.4375937142847077, 0.1963271874957249]"
S09082,L0208,E013,"[0.09528414667398907, 0.07937739320032759]"
S09156,L0220,E013,"[0.31704413577378937, 0.38011927215442837]"
S09158,L0208,E013,"[0.9801446363973965, 0.9916180778298289]"
S09181,L0241,E013,"[0.041739773456816384, 0.08662179715589068]"
S09205,L0208,E013,"[0.4174805240866054, 0.25587086413108323]"
S09209,L0241,E013,"[0.05116345281662317, 0.035420571183387116]"
S09227,L0202,E013,"[0.005633346991985373, 0.005114056311933955]"
S09231,L0202,E013,"[0.033862421793740875, 0.03492167873846712]"
S09264,L0208,E013,"[0.9321616707041165, 0.8862229738616643]"
S09274,L0208,E013,"[0.9089979047590416, 0.7429102534910469]"
S09288,L0235,E013,"[0.7391363975510361, 0.47910600954372146]"
S09314,L0235,E013,"[0.36372283887300344, 0.06353242548795027]"
S09338,L0202,E013,"[0.09724654554774492, 0.09474604988745418]"
S09343,L0220,E013,"[0.2259368784102286, 0.10304369580594636]"
S09362,L0220,E013,"[0.5721504165438394, 0.21687946694316054]"
S09363,L0202,E013,"[0.0346393488502832, 0.02500389959637992]"
S09386,L0241,E013,"[0.10724485271322785, 0.3429887265985093]"
S09387,L0241,E013,"[0.004956567097455214, 0.005847575364682208]"
S09396,L0235,E013,"[0.060261357355735665, 0.031596334355463926]"
S09426,L0241,E013,"[0.0055241820377055825, 0.005717091998987535]"
S09436,L0202,E013,"[0.03307461205313426, 0.026481171100027883]"
S09448,L0220,E013,"[0.1185817085074402, 0.030746758315629605]"
S09450,L0235,E013,"[0.046322006670709744, 0.08549717024752183]"
S09451,L0235,E013,"[0.010406754615864645, 0.010583202889275084]"
S09460,L0202,E013,"[0.009804498685868086, 0.010714414016985203]"
S09476,L0208,E013,"[0.9117471622422149, 0.8902317719875403]"
S09500,L0208,E013,"[0.11242162155485709, 0.11880429671735433]"
S09509,L0235,E013,"[0.22179937043086548, 0.06604072923214545]"
S09519,L0241,E013,"[0.04041283679865428, 0.011539168679816596]"
S09529,L0208,E013,"[0.7566246895735167, 0.5713222920602133]"
S09569,L0202,E013,"[0.005371539396574238, 0.0061851714173201695]"
S09574,L0241,E013,"[0.724139669253644, 0.8906509883497731]"
S09580,L0241,E013,"[0.26820171815753424, 0.8258333912781202]"
S09589,L0208,E013,"[0.9000300890513385, 0.9679577128305006]"
S09593,L0202,E013,"[0.2826242063176909, 0.08417702803566472]"
S09613,L0241,E013,"[0.006599358614418583, 0.014232042863376237]"
S09615,L0202,E013,"[0.007928474311945996, 0.007613021403437555]"
S09621,L0220,E013,"[0.01667907610912513, 0.011051727128493226]"
S09655,L0241,E013,"[0.058095665620295986, 0.8580306993566803]"
S09666,L0235,E013,"[0.7873247486137418, 0.6903718796435075]"
S09669,L0241,E013,"[0.37342955247479703, 0.7327328846725224]"
S09677,L0220,E013,"[0.05129461530720855, 0.005682716589890568]"
S09684,L0202,E013,"[0.004978583500352763, 0.0076619217111332395]"
S09715,L0241,E013,"[0.004742539040414611, 0.004012049852745585]"
S09790,L0202,E013,"[0.06213189028647782, 0.0369723697932492]"
S09811,L0235,E013,"[0.17537294943762813, 0.01182920297712228]"
S09828,L0202,E013,"[0.015710391207083004, 0.005615226294931834]"
S09831,L0202,E013,"[0.03333130088326623, 0.05446010639992236]"
S09833,L0235,E013,"[0.3644371538850971, 0.08489949771863127]"
S09837,L0241,E013,"[0.5527910353609476, 0.7720167465811292]"
S09846,L0208,E013,"[0.9540934254433238, 0.3157298145106839]"
S09857,L0241,E013,"[0.48526378448692664, 0.9222715434178149]"
S09861,L0220,E013,"[0.022657777895832964, 0.007951729222287785]"
S09877,L0220,E013,"[0.22498312002399506, 0.09829828982623517]"
S09899,L0202,E013,"[0.008069465351661042, 0.032675922694415264]"
S09911,L0220,E013,"[0.013150699458808854, 0.01346305323535728]"
S09915,L0220,E013,"[0.006398745968131106, 0.004753352298091624]"
S09920,L0208,E013,"[0.7932043492978543, 0.8770638914329294]"
S09922,L0235,E013,"[0.007731898250673369, 0.004477156243067206]"
S09952,L0241,E013,"[0.3545646313934133, 0.5094204351088898]"
S09961,L0235,E013,"[0.19933405399796572, 0.03606967693043861]"
S09977,L0202,E013,"[0.06426179540252394, 0.01779960400845321]"
S08508,L0241,E019,"[0.152228003645715, 0.6547391787742255]"
S08512,L0202,E019,"[0.37157984720554826, 0.28047920060285836]"
S08529,L0208,E019,"[0.8011435628923795, 0.524405126813864]"
S08546,L0202,E019,"[0.01157235102060941, 0.028542851752167964]"
S08613,L0202,E019,"[0.38192031427554923, 0.5231981822500399]"
S08628,L0235,E019,"[0.7838172495542238, 0.8818669040906673]"
S08653,L0208,E019,"[0.8322616839939287, 0.9337040941096357]"
S08660,L0208,E019,"[0.905131523519969, 0.8081897346308696]"
S08702,L0220,E019,"[0.10586953326000514, 0.03167036392498675]"
S08713,L0202,E019,"[0.2888656041416333, 0.3537611006479569]"
S08722,L0202,E019,"[0.03127675661509816, 0.025017512364341285]"
S08723,L0220,E019,"[0.0184672081686602, 0.006011946488639238]"
S08735,L0202,E019,"[0.07960660432053521, 0.2651221193386488]"
S08739,L0241,E019,"[0.46417040884744676, 0.8465994124838369]"
S08765,L0220,E019,"[0.024440987697572917, 0.008172098465714548]"
S08766,L0220,E019,"[0.26552912182588234, 0.07465470078484415]"
S08781,L0220,E019,"[0.03703716001368093, 0.010107991263566455]"
S08782,L0235,E019,"[0.8590453317198946, 0.5340263825102698]"
S08867,L0202,E019,"[0.03580599004880497, 0.10433353465229042]"
S08883,L0202,E019,"[0.034526081097462254, 0.019537935925580677]"
S08891,L0202,E019,"[0.09053920212507408, 0.19335555723906744]"
S08895,L0241,E019,"[0.5460549391251783, 0.4519082189686136]"
S08916,L0235,E019,"[0.6194008156877555, 0.5232262194382833]"
S08922,L0235,E019,"[0.9871705555716275, 0.7050681528516972]"
S08923,L0235,E019,"[0.8454816602813519, 0.8800440740552928]"
S08928,L0241,E019,"[0.03639427036774497, 0.7997200541070777]"
S08943,L0220,E019,"[0.2932131544932978, 0.022010264036262304]"
S08949,L0208,E019,"[0.9816332956870285, 0.9948493385660999]"
S08950,L0208,E019,"[0.841002445199813, 0.9075865047090006]"
S08973,L0220,E019,"[0.44290714127698383, 0.08919780560120213]"
S09000,L0202,E019,"[0.03037331556327355, 0.16744481478363107]"
S09030,L0235,E019,"[0.8901301638453601, 0.6802956058283741]"
S09040,L0208,E019,"[0.9958664183455102, 0.9741558176776]"
S09061,L0235,E019,"[0.9385391355977177, 0.7211087210070267]"
S09067,L0220,E019,"[0.024591429138396795, 0.07517425253692755]"
S09080,L0208,E019,"[0.9833398621504011, 0.8526359910244196]"
S09125,L0241,E019,"[0.09860019520997568, 0.5390915435709082]"
S09142,L0235,E019,"[0.17849678078292816, 0.4652697021534926]"
S09156,L0241,E019,"[0.45780704401561595, 0.9017248510635342]"
S09248,L0220,E019,"[0.12223968912742532, 0.018073936175298847]"
S09261,L0220,E019,"[0.03649708043461586, 0.007346310834243632]"
S09262,L0202,E019,"[0.020561157594768804, 0.026539187930984556]"
S09265,L0235,E019,"[0.7993341211702794, 0.51408611915725]"
S09288,L0208,E019,"[0.9657859545283705, 0.9451436987994901]"
S09306,L0202,E019,"[0.2243510294474486, 0.05778140271531751]"
S09308,L0235,E019,"[0.035430412805103374, 0.37042666248271433]"
S09314,L0208,E019,"[0.8817942083809105, 0.737417293091709]"
S09315,L0202,E019,"[0.21976480472131574, 0.20503145658902244]"
S09342,L0235,E019,"[0.4841142433581636, 0.14271743733369877]"
S09343,L0241,E019,"[0.808128378058716, 0.945353516800704]"
S09362,L0241,E019,"[0.29865874605947856, 0.9547946114669222]"
S09365,L0235,E019,"[0.65223699987895, 0.1397624185355782]"
S09396,L0208,E019,"[0.9694631112400152, 0.9814174217239959]"
S09402,L0220,E019,"[0.33791708839804546, 0.20614658521592327]"
S09448,L0241,E019,"[0.3944704903517708, 0.8957454619330643]"
S09450,L0208,E019,"[0.9987770497977654, 0.8486684763393062]"
S09451,L0208,E019,"[0.9909300857941835, 0.9859822102635484]"
S09452,L0220,E019,"[0.03778053900183227, 0.0697625093737585]"
S09463,L0202,E019,"[0.4259092399817829, 0.4256079521632591]"
S09509,L0208,E019,"[0.955669022146373, 0.4990054564604948]"
S09542,L0202,E019,"[0.14522986136926894, 0.08651721773168296]"
S09621,L0241,E019,"[0.0852721583945802, 0.9034306778078253]"
S09626,L0235,E019,"[0.6732178741368514, 0.6824250726153126]"
S09646,L0220,E019,"[0.01926803582244433, 0.012874645605363357]"
S09649,L0220,E019,"[0.1245486836166875, 0.23500385473806465]"
S09666,L0208,E019,"[0.8316493759274216, 0.7035903106903393]"
S09670,L0220,E019,"[0.8451166415098003, 0.74040295526404]"
